school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject,student_id,school_enc,sex_enc,address_enc,famsize_enc,Pstatus_enc,Mjob_enc,Fjob_enc,reason_enc,guardian_enc,avg_grade,performance_class
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,12,0,0,Math,131,0,0,0,1,1,3,4,0,0,4.0,At-Risk
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0,8,0,0,Math,132,0,0,1,1,1,0,2,0,1,2.6666666666666665,At-Risk
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12,10,13,12,Math,133,0,0,1,0,1,2,2,0,0,11.666666666666666,Average
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16,12,11,11,Math,134,0,0,1,1,0,3,2,0,0,11.333333333333334,Average
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0,9,0,0,Math,135,0,1,0,1,1,0,4,0,1,3.0,At-Risk
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,11,0,0,Math,136,0,0,1,1,1,3,0,0,1,3.6666666666666665,At-Risk
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,0,10,0,0,Math,137,0,1,0,1,1,0,2,0,1,3.3333333333333335,At-Risk
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0,4,0,0,Math,138,0,0,1,1,0,2,2,0,2,1.3333333333333333,At-Risk
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,1,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,14,12,12,Math,139,0,1,1,0,1,3,2,0,1,12.666666666666666,Average
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,16,16,15,Math,140,0,0,1,1,1,4,4,0,1,15.666666666666666,High
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,0,7,9,0,Math,141,0,1,1,1,1,4,3,0,0,5.333333333333333,At-Risk
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,2,0,1,0,1,1,1,1,0,2,3,3,2,2,2,8,9,9,9,Math,142,0,1,1,0,1,3,3,3,0,9.0,At-Risk
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2,9,11,11,Math,143,0,0,1,1,1,4,3,0,1,10.333333333333334,Average
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2,14,14,13,Math,144,0,0,1,0,1,0,0,0,1,13.666666666666666,Average
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0,5,0,0,Math,145,0,1,1,1,1,2,2,1,1,1.6666666666666667,At-Risk
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0,8,11,11,Math,146,0,0,1,1,1,2,3,0,0,10.0,Average
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0,6,7,0,Math,147,0,0,1,1,1,1,3,1,0,4.333333333333333,At-Risk
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2,10,11,11,Math,148,0,0,1,1,1,0,2,0,1,10.666666666666666,Average
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0,7,6,0,Math,149,0,1,1,1,1,4,4,0,1,4.333333333333333,At-Risk
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,3,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,8,9,10,Math,150,0,1,1,0,0,3,2,0,1,9.0,Average
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,3,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,6,5,0,Math,151,0,1,1,0,1,2,2,0,1,3.6666666666666665,At-Risk
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,12,13,14,Math,152,0,1,1,0,1,0,2,0,1,13.0,Average
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8,10,10,10,Math,153,0,0,0,1,1,3,3,3,2,10.0,Average
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0,5,0,0,Math,154,0,1,1,1,1,3,0,1,1,1.6666666666666667,At-Risk
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,11,11,12,Math,155,0,0,1,1,1,2,4,0,1,11.333333333333334,Average
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,2,11,8,8,Math,156,0,1,0,1,1,0,3,0,1,9.0,At-Risk
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8,16,12,13,Math,157,0,1,0,0,1,2,2,3,1,13.666666666666666,Average
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,9,8,10,Math,158,0,0,0,1,1,0,2,0,1,9.0,Average
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2,17,15,15,Math,159,0,1,0,1,1,0,2,0,1,15.666666666666666,High
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,0,1,1,0,1,1,1,1,4,5,5,4,4,5,4,10,12,12,Math,160,0,1,1,1,1,2,3,0,0,11.333333333333334,Average
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0,7,6,0,Math,161,0,1,0,0,1,0,2,0,1,4.333333333333333,At-Risk
GP,M,15,R,GT3,T,3,2,other,other,course,mother,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6,5,9,7,Math,162,0,1,0,1,1,2,2,0,1,7.0,At-Risk
GP,M,16,U,LE3,T,1,2,other,other,course,mother,2,1,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,0,7,0,0,Math,163,0,1,1,0,1,2,2,0,1,2.3333333333333335,At-Risk
GP,M,17,U,GT3,T,1,3,at_home,services,course,father,1,1,0,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,10,10,10,Math,164,0,1,1,1,1,0,3,0,0,10.0,Average
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,5,8,7,Math,165,0,1,0,0,1,2,3,0,1,6.666666666666667,At-Risk
GP,M,16,U,GT3,T,3,2,services,services,course,mother,2,1,1,0,1,0,1,0,0,0,0,4,5,2,1,1,2,16,12,11,12,Math,166,0,1,1,1,1,3,3,0,1,11.666666666666666,Average
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4,10,10,10,Math,167,0,1,1,1,1,2,2,0,0,10.0,Average
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,14,15,16,Math,168,0,0,1,1,1,1,3,1,0,15.0,High
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0,6,7,0,Math,169,0,0,1,1,1,2,2,1,1,4.333333333333333,At-Risk
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,14,14,14,Math,170,0,0,1,1,1,1,1,3,1,14.0,Average
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,2,0,1,0,1,0,1,1,0,3,4,5,2,4,2,0,6,5,0,Math,171,0,1,1,1,1,2,2,0,0,3.6666666666666665,At-Risk
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,0,1,1,1,1,1,1,1,4,3,2,1,1,3,2,13,15,16,Math,172,0,1,1,1,1,2,2,3,1,14.666666666666666,High
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,0,1,1,1,1,1,1,0,4,4,4,1,3,5,0,13,11,10,Math,173,0,1,1,0,1,4,2,3,1,11.333333333333334,Average
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,8,7,0,Math,174,0,0,1,1,1,0,3,1,1,5.0,At-Risk
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4,10,11,9,Math,175,0,0,1,0,1,2,2,3,1,10.0,At-Risk
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,4,10,9,9,Math,176,0,1,1,0,1,4,2,0,1,9.333333333333334,At-Risk
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2,13,13,11,Math,177,0,0,1,1,1,3,2,3,1,12.333333333333334,Average
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,6,5,6,Math,178,0,1,1,1,1,2,2,3,0,5.666666666666667,At-Risk
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,10,10,8,9,Math,179,0,1,0,1,1,4,3,2,1,9.0,At-Risk
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,0,1,0,1,1,1,1,1,5,2,3,1,1,2,4,10,10,11,Math,180,0,1,1,1,1,2,2,0,1,10.333333333333334,Average
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10,9,8,8,Math,181,0,1,1,1,1,4,2,1,1,8.333333333333334,At-Risk
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,12,13,12,Math,182,0,1,1,1,1,3,2,1,1,12.333333333333334,Average
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,16,17,17,Math,183,0,0,1,1,1,3,3,3,0,16.666666666666668,High
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,9,9,8,Math,184,0,0,1,0,1,2,2,3,1,8.666666666666666,At-Risk
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,12,13,12,Math,185,0,0,1,1,1,2,2,3,1,12.333333333333334,Average
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,12,12,12,11,Math,186,0,1,1,1,1,3,3,2,1,11.666666666666666,Average
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2,11,12,11,Math,187,0,1,1,1,1,3,3,2,1,11.333333333333334,Average
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,15,15,15,Math,188,0,1,1,0,1,2,2,0,1,15.0,High
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,8,7,9,Math,189,0,0,1,1,0,1,2,3,1,8.0,At-Risk
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,8,9,10,Math,190,0,1,0,1,1,0,2,1,1,9.0,Average
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,11,12,13,Math,191,0,0,1,1,1,3,3,0,1,12.0,Average
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8,8,9,Math,192,0,0,1,1,1,0,3,0,1,8.333333333333334,At-Risk
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,7,8,8,Math,193,0,1,1,1,1,0,3,2,2,7.666666666666667,At-Risk
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,8,9,10,Math,194,0,1,0,1,1,3,3,3,1,9.0,Average
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,14,14,Math,195,0,1,1,1,1,2,2,1,0,13.666666666666666,Average
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14,15,15,Math,196,0,0,1,0,1,3,3,0,0,14.666666666666666,High
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17,15,16,Math,197,0,1,1,1,1,3,4,1,1,16.0,High
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,9,9,10,Math,198,0,1,0,0,1,4,2,1,0,9.333333333333334,Average
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18,18,18,Math,199,0,0,1,1,1,3,4,1,1,18.0,High
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,9,9,10,Math,200,0,0,1,0,1,4,4,3,1,9.333333333333334,Average
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16,16,16,Math,201,0,0,1,1,1,1,2,1,1,16.0,High
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,8,10,10,Math,202,0,0,1,1,1,2,2,3,1,9.333333333333334,Average
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9,9,10,Math,203,0,0,1,1,1,2,2,0,1,9.333333333333334,Average
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,7,6,6,Math,204,0,0,0,1,1,2,2,3,1,6.333333333333333,At-Risk
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10,10,11,Math,205,0,0,0,1,1,3,3,3,1,10.333333333333334,Average
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,10,9,9,Math,206,0,0,1,1,1,0,3,1,1,9.333333333333334,At-Risk
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7,7,7,Math,207,0,0,1,1,0,3,2,0,1,7.0,At-Risk
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11,12,13,Math,208,0,0,1,1,1,4,2,2,1,12.0,Average
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9,9,10,Math,209,0,0,1,1,1,0,2,1,1,9.333333333333334,Average
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7,7,7,Math,210,0,0,0,1,1,4,2,3,1,7.0,At-Risk
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8,8,8,Math,211,0,0,1,1,1,2,2,3,2,8.0,At-Risk
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12,12,13,Math,212,0,1,1,0,1,3,2,1,1,12.333333333333334,Average
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,14,Math,213,0,0,1,1,0,2,2,3,1,13.0,Average
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,6,7,8,Math,214,0,1,1,1,1,3,2,1,1,7.0,At-Risk
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,8,10,10,Math,215,0,0,0,0,1,3,2,2,1,9.333333333333334,Average
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14,15,15,Math,216,0,0,1,0,1,2,2,3,1,14.666666666666666,High
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,6,6,4,Math,217,0,0,1,1,1,2,2,3,1,5.333333333333333,At-Risk
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6,6,8,Math,218,0,1,1,0,1,3,1,1,0,6.666666666666667,At-Risk
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7,7,8,Math,219,0,0,1,1,1,0,2,1,0,7.333333333333333,At-Risk
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,9,10,10,Math,220,0,0,1,1,1,0,0,0,1,9.666666666666666,Average
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6,6,6,Math,221,0,0,0,1,1,0,3,3,1,6.0,At-Risk
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,6,5,0,Math,222,0,0,1,1,1,0,2,3,1,3.6666666666666665,At-Risk
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,17,Math,223,0,0,1,1,1,3,4,2,1,16.333333333333332,High
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,12,13,13,Math,224,0,1,1,1,1,2,2,1,1,12.666666666666666,Average
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13,13,14,Math,225,0,0,1,1,1,4,3,1,1,13.333333333333334,Average
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,9,8,7,Math,226,0,0,0,1,1,2,2,3,1,8.0,At-Risk
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,15,Math,227,0,0,1,1,1,2,2,0,1,15.333333333333334,High
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,12,11,12,Math,228,0,1,1,0,1,3,3,3,0,11.666666666666666,Average
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,10,8,9,Math,229,0,1,1,0,1,0,2,0,1,9.0,At-Risk
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,10,12,Math,230,0,0,1,1,0,2,2,0,1,11.333333333333334,Average
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13,13,14,Math,231,0,0,1,0,1,1,2,3,0,13.333333333333334,Average
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11,11,11,Math,232,0,1,0,1,1,2,2,0,0,11.0,Average
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,11,9,9,Math,233,0,1,1,1,1,4,4,3,1,9.666666666666666,At-Risk
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,13,Math,234,0,1,1,1,1,1,2,3,0,13.333333333333334,Average
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,9,7,6,Math,235,0,1,1,0,1,2,2,1,1,7.333333333333333,At-Risk
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,11,9,10,Math,236,0,1,1,1,1,0,2,3,1,10.0,Average
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,14,13,13,Math,237,0,1,1,0,1,2,2,1,0,13.333333333333334,Average
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,13,12,12,Math,238,0,0,1,1,1,2,2,1,1,12.333333333333334,Average
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,11,11,Math,239,0,0,0,1,1,0,3,0,1,11.666666666666666,Average
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,7,7,0,Math,240,0,1,1,1,1,2,3,3,0,4.666666666666667,At-Risk
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12,12,12,Math,241,0,1,1,0,1,1,2,0,1,12.0,Average
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,10,11,12,Math,242,0,1,0,0,0,4,2,0,1,11.0,Average
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,6,0,0,Math,243,0,1,1,0,1,4,2,0,1,2.0,At-Risk
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,12,Math,244,0,1,1,1,1,3,3,0,1,12.333333333333334,Average
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,7,0,0,Math,245,0,0,1,1,1,2,2,0,2,2.3333333333333335,At-Risk
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,18,18,Math,246,0,1,1,1,1,2,2,0,1,18.0,High
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12,12,13,Math,247,0,1,1,1,1,2,2,0,0,12.333333333333334,Average
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,6,8,8,Math,248,0,1,1,1,1,3,3,2,1,7.333333333333333,At-Risk
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,3,5,5,Math,249,0,1,0,0,1,2,3,0,1,4.333333333333333,At-Risk
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,13,15,15,Math,250,0,1,1,1,1,2,2,2,1,14.333333333333334,High
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,6,8,8,Math,251,0,1,1,1,1,3,2,0,1,7.333333333333333,At-Risk
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,7,10,10,Math,252,0,1,1,1,1,0,2,3,2,9.0,Average
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,6,9,8,Math,253,0,1,1,1,1,3,3,2,1,7.666666666666667,At-Risk
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8,9,8,Math,254,0,1,0,1,1,2,2,0,1,8.333333333333334,At-Risk
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,8,12,12,Math,255,0,1,0,1,1,2,2,0,1,10.666666666666666,Average
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,7,9,8,Math,256,0,1,1,0,1,1,2,0,1,8.0,At-Risk
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,14,12,13,Math,257,0,0,1,0,1,4,3,3,1,13.0,Average
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11,11,11,Math,258,0,1,1,0,0,3,0,3,1,11.0,Average
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15,14,14,Math,259,0,1,1,1,1,2,2,1,1,14.333333333333334,Average
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,10,9,0,Math,260,0,0,1,0,1,3,3,0,0,6.333333333333333,At-Risk
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17,18,18,Math,261,0,0,1,1,1,3,2,1,0,17.666666666666668,High
