student_id,G1,G2,G3,absences,failures,cluster_label,performance_class,urgency,intervention,risk_factor_count
341,11,12,11,4,1,Average,Average,Low,Standard monitoring,0
342,10,10,0,0,1,High Performer,At-Risk,Medium,Health & wellbeing referral,1
343,16,15,15,11,0,High Performer,High,Low,Standard monitoring,0
344,9,8,0,0,1,Average,At-Risk,Low,Standard monitoring,0
345,11,10,10,4,0,Average,Average,Low,Standard monitoring,0
346,13,13,14,7,0,High Performer,Average,Medium,Health & wellbeing referral,1
347,16,15,16,9,0,High Performer,High,Low,Standard monitoring,0
348,10,10,9,0,0,High Performer,At-Risk,Low,Standard monitoring,0
349,13,15,15,0,0,High Performer,High,Low,Standard monitoring,0
350,11,13,13,10,1,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
351,8,7,8,8,3,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Health & wellbeing referral | Family engagement program,3
352,13,13,13,2,0,High Performer,Average,Low,Standard monitoring,0
353,8,7,8,7,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop,1
354,8,8,8,4,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Family engagement program,2
355,13,11,11,4,0,High Performer,Average,Medium,Health & wellbeing referral,1
356,10,9,9,0,0,Average,At-Risk,Low,Standard monitoring,0
357,12,13,13,4,0,High Performer,Average,Low,Standard monitoring,0
358,12,12,11,2,0,Average,Average,Low,Standard monitoring,0
359,10,10,10,4,0,Average,Average,Medium,Study skills workshop | Family engagement program,2
360,18,16,16,0,0,Average,High,Medium,Family engagement program,1
361,13,13,13,0,0,Average,Average,Medium,Wellness & substance awareness program,1
362,13,12,12,2,1,At-Risk,Average,High,Priority academic counseling | Family engagement program,1
363,11,11,10,0,0,High Performer,Average,Low,Standard monitoring,0
364,16,15,15,0,0,High Performer,High,Medium,Health & wellbeing referral,1
365,12,11,12,0,0,Average,Average,Low,Standard monitoring,0
366,10,10,10,4,0,Average,Average,Medium,Wellness & substance awareness program,1
367,13,13,13,0,0,High Performer,Average,Low,Standard monitoring,0
368,7,6,0,0,1,Average,At-Risk,High,Study skills workshop | Early exam preparation support | Health & wellbeing referral | Family engagement program,4
369,11,10,10,0,0,Average,Average,Medium,Study skills workshop,1
370,14,12,11,10,0,High Performer,Average,Medium,Wellness & substance awareness program,1
371,7,7,9,4,2,Average,At-Risk,Medium,Remedial tutoring program | Early exam preparation support,2
372,14,12,12,3,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop,1
373,13,11,11,8,0,Average,Average,Low,Standard monitoring,0
374,6,5,5,14,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Early exam preparation support | Health & wellbeing referral,3
375,19,18,19,0,0,High Performer,High,Medium,Health & wellbeing referral,1
376,8,8,10,2,0,Average,Average,Medium,Family engagement program,1
377,15,14,15,4,2,High Performer,High,Medium,Remedial tutoring program,1
378,8,9,10,4,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program | Health & wellbeing referral,2
379,15,15,15,0,0,High Performer,High,Medium,Health & wellbeing referral,1
380,10,10,10,17,0,At-Risk,Average,High,Priority academic counseling | Attendance counseling + parent contact | Health & wellbeing referral,2
381,15,14,14,4,0,High Performer,Average,Medium,Wellness & substance awareness program | Health & wellbeing referral,2
382,7,6,7,5,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Early exam preparation support,2
383,11,11,10,2,0,Average,Average,Low,Standard monitoring,0
384,6,5,0,0,1,Average,At-Risk,High,Study skills workshop | Early exam preparation support | Family engagement program,3
385,6,5,5,14,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Early exam preparation support,3
386,10,9,10,2,0,Average,Average,Low,Standard monitoring,0
387,6,5,6,7,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Early exam preparation support,2
388,7,5,0,0,1,Average,At-Risk,Medium,Early exam preparation support,1
389,7,9,8,0,0,Average,At-Risk,Medium,Health & wellbeing referral,1
390,6,5,0,0,1,Average,At-Risk,Medium,Early exam preparation support | Family engagement program,2
391,9,9,9,11,2,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Wellness & substance awareness program,2
392,14,16,16,3,0,At-Risk,High,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Health & wellbeing referral,3
393,10,8,7,3,3,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Study skills workshop | Family engagement program,3
394,11,12,10,0,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
395,8,9,9,5,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Family engagement program,2
396,0,11,11,4,0,Average,Average,Low,Standard monitoring,0
397,9,11,11,2,0,Average,Average,Medium,Family engagement program,1
398,12,13,12,6,0,Average,Average,Medium,Family engagement program,1
399,14,14,14,0,0,High Performer,Average,Low,Standard monitoring,0
400,11,13,13,0,0,Average,Average,Low,Standard monitoring,0
401,12,12,13,6,0,High Performer,Average,Low,Standard monitoring,0
402,13,12,13,0,0,Average,Average,Low,Standard monitoring,0
403,10,13,13,2,0,High Performer,Average,Medium,Health & wellbeing referral,1
404,15,16,17,0,0,High Performer,High,Medium,Health & wellbeing referral,1
405,12,12,13,0,0,High Performer,Average,Low,Standard monitoring,0
406,14,14,14,2,0,High Performer,Average,Medium,Health & wellbeing referral,1
407,10,12,13,0,0,Average,Average,Low,Standard monitoring,0
408,12,13,12,0,0,High Performer,Average,Medium,Study skills workshop,1
409,12,12,13,0,0,High Performer,Average,Low,Standard monitoring,0
410,14,14,15,0,0,High Performer,High,Low,Standard monitoring,0
411,17,17,17,6,0,High Performer,High,Medium,Study skills workshop | Health & wellbeing referral,2
412,13,13,14,10,0,High Performer,Average,Medium,Health & wellbeing referral,1
413,13,14,14,2,0,High Performer,Average,Low,Standard monitoring,0
414,8,8,7,2,3,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Study skills workshop | Wellness & substance awareness program,3
415,12,12,12,6,0,High Performer,Average,Medium,Study skills workshop,1
416,12,13,14,0,0,High Performer,Average,Medium,Health & wellbeing referral,1
417,11,12,12,0,0,High Performer,Average,Medium,Study skills workshop,1
418,12,13,14,0,0,High Performer,Average,Low,Standard monitoring,0
419,10,10,10,2,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
420,10,11,10,2,0,High Performer,Average,Low,Standard monitoring,0
421,10,11,12,6,0,Average,Average,Medium,Study skills workshop,1
422,11,12,12,8,0,Average,Average,Medium,Study skills workshop,1
423,11,11,11,0,0,High Performer,Average,High,Study skills workshop | Wellness & substance awareness program | Health & wellbeing referral,3
424,12,12,13,2,0,High Performer,Average,Low,Standard monitoring,0
425,12,11,12,4,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
426,10,11,11,0,0,High Performer,Average,Medium,Wellness & substance awareness program,1
427,15,15,15,2,0,High Performer,High,Low,Standard monitoring,0
428,13,14,15,0,0,High Performer,High,Low,Standard monitoring,0
429,13,12,12,0,0,High Performer,Average,Medium,Health & wellbeing referral,1
430,12,12,12,4,0,High Performer,Average,Medium,Study skills workshop,1
431,11,11,11,4,0,Average,Average,Medium,Study skills workshop,1
432,14,14,14,0,0,High Performer,Average,Low,Standard monitoring,0
433,13,13,13,4,0,High Performer,Average,Low,Standard monitoring,0
434,11,12,12,2,0,High Performer,Average,Low,Standard monitoring,0
435,14,13,12,8,0,Average,Average,Medium,Study skills workshop | Health & wellbeing referral,2
436,11,11,10,16,0,Average,Average,Medium,Attendance counseling + parent contact,1
437,10,11,11,8,0,High Performer,Average,Medium,Study skills workshop | Wellness & substance awareness program,2
438,14,15,15,0,0,High Performer,High,Low,Standard monitoring,0
439,9,10,10,0,0,Average,Average,Medium,Study skills workshop | Health & wellbeing referral,2
440,10,11,11,14,1,Average,Average,Low,Standard monitoring,0
441,10,11,11,4,0,High Performer,Average,Low,Standard monitoring,0
442,13,12,13,6,0,High Performer,Average,Medium,Wellness & substance awareness program,1
443,17,17,17,2,0,High Performer,High,Medium,Health & wellbeing referral,1
444,11,12,13,4,0,Average,Average,Low,Standard monitoring,0
445,13,12,12,2,0,High Performer,Average,Low,Standard monitoring,0
446,14,13,13,0,0,High Performer,Average,Low,Standard monitoring,0
447,16,14,16,0,0,High Performer,High,Low,Standard monitoring,0
448,10,9,9,4,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
449,13,12,12,0,0,High Performer,Average,Medium,Study skills workshop,1
450,13,12,13,0,0,High Performer,Average,High,Study skills workshop | Wellness & substance awareness program | Health & wellbeing referral,3
451,12,13,12,2,0,Average,Average,Medium,Health & wellbeing referral,1
452,15,14,15,0,0,High Performer,High,Medium,Health & wellbeing referral,1
453,15,15,16,8,0,High Performer,High,Low,Standard monitoring,0
454,14,13,14,0,0,Average,Average,Low,Standard monitoring,0
455,16,15,16,2,0,High Performer,High,Low,Standard monitoring,0
456,17,16,16,0,0,High Performer,High,Low,Standard monitoring,0
457,10,10,16,0,0,At-Risk,High,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Family engagement program,3
458,13,13,10,0,0,Average,Average,Medium,Health & wellbeing referral,1
459,14,13,13,0,0,High Performer,Average,Medium,Wellness & substance awareness program,1
460,13,12,12,0,0,High Performer,Average,Medium,Wellness & substance awareness program | Health & wellbeing referral,2
461,16,15,16,2,0,High Performer,High,Medium,Health & wellbeing referral,1
462,11,12,12,0,0,High Performer,Average,Medium,Wellness & substance awareness program,1
463,10,9,10,0,0,Average,Average,Low,Standard monitoring,0
464,11,10,11,0,0,Average,Average,Low,Standard monitoring,0
465,15,15,15,6,0,High Performer,High,Low,Standard monitoring,0
466,13,11,11,2,0,Average,Average,Low,Standard monitoring,0
467,11,9,10,0,0,High Performer,Average,Low,Standard monitoring,0
468,13,11,11,2,0,Average,Average,Medium,Wellness & substance awareness program | Family engagement program,2
469,13,13,14,0,0,Average,Average,Medium,Study skills workshop,1
470,11,11,11,4,0,High Performer,Average,Medium,Wellness & substance awareness program,1
471,11,11,11,0,0,High Performer,Average,Low,Standard monitoring,0
472,12,11,11,0,0,Average,Average,Medium,Health & wellbeing referral,1
473,13,13,13,1,0,Average,Average,Low,Standard monitoring,0
474,9,9,10,0,3,At-Risk,Average,High,Priority academic counseling | Remedial tutoring program | Study skills workshop,2
475,12,11,11,14,0,High Performer,Average,Low,Standard monitoring,0
476,11,11,12,0,0,Average,Average,Medium,Study skills workshop,1
477,10,9,9,2,0,Average,At-Risk,Low,Standard monitoring,0
478,12,11,11,4,0,High Performer,Average,Low,Standard monitoring,0
479,13,12,13,2,0,Average,Average,Low,Standard monitoring,0
480,13,12,12,2,0,Average,Average,Medium,Family engagement program,1
481,12,11,12,4,0,High Performer,Average,Low,Standard monitoring,0
482,13,11,11,6,0,Average,Average,Medium,Health & wellbeing referral,1
483,15,15,15,4,0,High Performer,High,Medium,Health & wellbeing referral,1
484,12,10,11,6,0,Average,Average,Low,Standard monitoring,0
485,9,9,10,6,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
486,9,11,11,2,0,High Performer,Average,Low,Standard monitoring,0
487,14,13,13,6,0,High Performer,Average,Medium,Study skills workshop | Health & wellbeing referral,2
488,12,13,12,0,0,Average,Average,Medium,Health & wellbeing referral,1
489,13,14,14,2,0,High Performer,Average,Medium,Health & wellbeing referral,1
490,11,12,12,2,0,Average,Average,Low,Standard monitoring,0
491,13,13,13,4,0,Average,Average,Medium,Health & wellbeing referral | Family engagement program,2
492,9,11,11,6,0,High Performer,Average,Medium,Study skills workshop,1
493,13,12,12,0,0,Average,Average,Low,Standard monitoring,0
494,12,13,13,4,0,High Performer,Average,Medium,Study skills workshop | Health & wellbeing referral,2
495,12,13,13,2,0,High Performer,Average,Low,Standard monitoring,0
496,9,9,8,12,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
497,16,16,16,0,0,High Performer,High,Low,Standard monitoring,0
498,12,13,12,2,0,High Performer,Average,Medium,Study skills workshop,1
499,11,10,10,16,0,High Performer,Average,Medium,Attendance counseling + parent contact | Health & wellbeing referral,2
500,16,16,16,0,0,High Performer,High,Medium,Health & wellbeing referral,1
501,10,10,10,10,0,Average,Average,Low,Standard monitoring,0
502,10,10,10,4,0,Average,Average,Low,Standard monitoring,0
503,13,14,14,4,0,High Performer,Average,Low,Standard monitoring,0
504,12,10,11,8,0,High Performer,Average,Medium,Wellness & substance awareness program | Health & wellbeing referral,2
505,15,15,14,2,0,High Performer,Average,Low,Standard monitoring,0
506,13,14,14,4,0,High Performer,Average,Medium,Study skills workshop,1
507,11,11,11,4,0,High Performer,Average,Medium,Health & wellbeing referral,1
508,8,10,10,12,1,Average,Average,Low,Standard monitoring,0
509,18,17,18,10,0,High Performer,High,Medium,Study skills workshop,1
510,10,9,10,4,0,Average,Average,Low,Standard monitoring,0
511,16,14,14,6,0,High Performer,Average,Low,Standard monitoring,0
512,16,15,16,4,0,High Performer,High,Medium,Health & wellbeing referral,1
513,14,14,15,6,0,High Performer,High,Medium,Study skills workshop,1
514,12,11,11,14,1,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
515,14,13,14,2,0,High Performer,Average,Medium,Study skills workshop,1
516,14,14,14,0,0,Average,Average,Medium,Health & wellbeing referral,1
517,14,13,13,6,0,High Performer,Average,Low,Standard monitoring,0
518,14,12,13,2,0,High Performer,Average,Low,Standard monitoring,0
519,12,13,13,4,0,High Performer,Average,Medium,Study skills workshop | Wellness & substance awareness program,2
520,12,11,11,0,0,Average,Average,Low,Standard monitoring,0
521,9,9,9,2,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop,1
522,10,11,11,0,0,High Performer,Average,Medium,Health & wellbeing referral,1
523,9,10,11,0,2,Average,Average,Medium,Remedial tutoring program | Family engagement program,2
524,14,14,15,8,0,High Performer,High,Medium,Study skills workshop | Wellness & substance awareness program,2
525,13,12,13,4,0,High Performer,Average,Medium,Health & wellbeing referral,1
526,10,11,12,0,0,High Performer,Average,Low,Standard monitoring,0
527,10,9,8,10,3,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program,1
528,11,10,11,8,0,Average,Average,Medium,Study skills workshop,1
529,11,12,13,6,0,Average,Average,Medium,Study skills workshop | Family engagement program,2
530,13,12,12,2,0,Average,Average,Medium,Study skills workshop,1
531,15,13,14,12,0,High Performer,Average,Medium,Study skills workshop | Wellness & substance awareness program,2
532,9,9,11,4,0,Average,Average,Medium,Study skills workshop | Health & wellbeing referral,2
533,13,11,11,12,1,Average,Average,Medium,Study skills workshop,1
534,12,11,11,2,0,High Performer,Average,Low,Standard monitoring,0
535,13,14,15,4,0,High Performer,High,Low,Standard monitoring,0
536,10,9,10,2,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
537,14,13,13,0,0,Average,Average,Medium,Family engagement program,1
538,11,11,12,2,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
539,12,11,11,10,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
540,12,11,11,8,0,Average,Average,High,Study skills workshop | Health & wellbeing referral | Family engagement program,3
541,9,9,10,4,0,Average,Average,Medium,Study skills workshop,1
542,10,10,10,0,2,Average,Average,Medium,Remedial tutoring program | Family engagement program,2
543,13,14,14,6,0,High Performer,Average,Medium,Study skills workshop,1
544,8,9,9,2,1,Average,At-Risk,High,Study skills workshop | Health & wellbeing referral | Family engagement program,3
545,9,11,11,6,0,High Performer,Average,Low,Standard monitoring,0
546,9,8,9,24,0,Average,At-Risk,Medium,Attendance counseling + parent contact | Health & wellbeing referral,2
547,15,13,13,0,0,High Performer,Average,Low,Standard monitoring,0
548,12,11,11,4,0,Average,Average,Medium,Study skills workshop | Health & wellbeing referral,2
549,13,13,13,2,0,High Performer,Average,Low,Standard monitoring,0
550,10,11,11,4,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Health & wellbeing referral | Family engagement program,3
551,9,7,6,22,0,At-Risk,At-Risk,High,Priority academic counseling | Attendance counseling + parent contact | Study skills workshop,2
552,12,12,12,0,0,Average,Average,Medium,Family engagement program,1
553,11,10,10,0,0,Average,Average,Medium,Study skills workshop,1
554,11,11,11,2,1,Average,Average,Low,Standard monitoring,0
555,13,12,13,6,0,Average,Average,Low,Standard monitoring,0
556,11,11,11,6,0,Average,Average,Medium,Wellness & substance awareness program | Health & wellbeing referral,2
557,9,9,8,16,0,At-Risk,At-Risk,High,Priority academic counseling | Attendance counseling + parent contact | Study skills workshop,2
558,12,11,11,0,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
559,11,9,0,0,2,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Study skills workshop | Wellness & substance awareness program | Family engagement program,4
560,9,10,10,6,1,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
561,13,13,13,2,0,High Performer,Average,Low,Standard monitoring,0
562,11,9,11,6,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop,1
563,13,13,13,0,0,High Performer,Average,Medium,Study skills workshop,1
564,7,8,8,0,0,Average,At-Risk,Medium,Health & wellbeing referral,1
565,9,8,10,14,3,At-Risk,Average,High,Priority academic counseling | Remedial tutoring program | Study skills workshop,2
566,11,10,11,6,3,At-Risk,Average,High,Priority academic counseling | Remedial tutoring program | Study skills workshop | Wellness & substance awareness program | Family engagement program,4
567,12,10,11,4,0,Average,Average,Medium,Study skills workshop,1
568,10,10,1,0,1,At-Risk,At-Risk,High,Priority academic counseling | Wellness & substance awareness program,1
569,9,8,10,0,2,At-Risk,Average,High,Priority academic counseling | Remedial tutoring program | Study skills workshop | Wellness & substance awareness program,3
570,8,8,9,8,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop,1
571,7,6,8,4,2,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Wellness & substance awareness program | Early exam preparation support,3
572,8,9,10,2,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
573,9,8,8,2,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Health & wellbeing referral,3
574,8,8,8,0,0,At-Risk,At-Risk,High,Priority academic counseling | Wellness & substance awareness program | Family engagement program,2
575,8,7,8,10,3,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Study skills workshop | Health & wellbeing referral,3
576,9,10,11,0,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
577,17,17,18,0,0,High Performer,High,Low,Standard monitoring,0
578,12,12,13,0,0,Average,Average,Low,Standard monitoring,0
579,16,16,17,0,0,High Performer,High,Low,Standard monitoring,0
580,9,9,10,4,1,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Health & wellbeing referral,3
581,16,17,18,0,0,Average,High,Medium,Family engagement program,1
582,11,9,10,0,0,High Performer,Average,Low,Standard monitoring,0
583,14,13,13,0,0,High Performer,Average,Low,Standard monitoring,0
584,14,14,15,0,0,High Performer,High,Low,Standard monitoring,0
585,10,11,11,0,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
586,13,12,14,0,0,High Performer,Average,Medium,Wellness & substance awareness program,1
587,11,9,10,4,0,High Performer,Average,Medium,Wellness & substance awareness program,1
588,10,9,11,8,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
589,11,11,13,4,0,High Performer,Average,Medium,Health & wellbeing referral,1
590,11,10,11,4,0,High Performer,Average,Low,Standard monitoring,0
591,11,12,13,0,0,High Performer,Average,Low,Standard monitoring,0
592,17,18,17,0,0,High Performer,High,Low,Standard monitoring,0
593,14,13,14,32,0,High Performer,Average,Medium,Attendance counseling + parent contact | Health & wellbeing referral,2
594,14,15,16,8,0,High Performer,High,Medium,Health & wellbeing referral,1
595,11,13,14,6,0,High Performer,Average,Low,Standard monitoring,0
596,10,9,11,0,0,Average,Average,Medium,Study skills workshop,1
597,13,14,16,0,0,Average,High,Low,Standard monitoring,0
598,12,13,14,10,0,High Performer,Average,Low,Standard monitoring,0
599,9,9,10,6,0,Average,Average,Medium,Wellness & substance awareness program,1
600,12,12,13,6,0,High Performer,Average,Medium,Health & wellbeing referral,1
601,12,11,12,0,0,Average,Average,Medium,Family engagement program,1
602,10,11,12,16,0,At-Risk,Average,High,Priority academic counseling | Attendance counseling + parent contact | Wellness & substance awareness program,2
603,11,10,10,0,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
604,13,12,12,0,0,High Performer,Average,Medium,Study skills workshop,1
605,14,15,16,8,0,High Performer,High,Low,Standard monitoring,0
606,13,13,14,4,0,High Performer,Average,Medium,Study skills workshop,1
607,10,11,12,16,0,At-Risk,Average,High,Priority academic counseling | Attendance counseling + parent contact | Study skills workshop | Wellness & substance awareness program,3
608,14,15,16,30,1,High Performer,High,High,Attendance counseling + parent contact | Study skills workshop | Health & wellbeing referral,3
609,11,10,11,0,0,High Performer,Average,Low,Standard monitoring,0
610,14,14,15,2,0,High Performer,High,Medium,Wellness & substance awareness program | Health & wellbeing referral,2
611,11,12,12,4,0,Average,Average,Low,Standard monitoring,0
612,14,15,15,0,0,Average,High,Medium,Health & wellbeing referral | Family engagement program,2
613,13,13,13,21,0,Average,Average,Medium,Attendance counseling + parent contact | Study skills workshop,2
614,13,13,13,6,0,High Performer,Average,Low,Standard monitoring,0
615,8,9,8,14,1,At-Risk,At-Risk,High,Priority academic counseling | Wellness & substance awareness program,1
616,11,11,12,2,0,Average,Average,Low,Standard monitoring,0
617,14,15,15,4,0,High Performer,High,Medium,Health & wellbeing referral,1
618,12,13,13,2,0,Average,Average,High,Study skills workshop | Wellness & substance awareness program | Family engagement program,3
619,11,12,12,0,0,High Performer,Average,Low,Standard monitoring,0
620,12,12,12,4,0,High Performer,Average,Low,Standard monitoring,0
621,13,12,12,15,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
622,13,13,13,0,0,Average,Average,Low,Standard monitoring,0
623,12,11,11,10,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
624,12,11,11,6,0,High Performer,Average,Medium,Study skills workshop,1
625,14,16,15,2,0,High Performer,High,Medium,Health & wellbeing referral,1
626,11,9,10,16,0,At-Risk,Average,High,Priority academic counseling | Attendance counseling + parent contact | Wellness & substance awareness program | Health & wellbeing referral,3
627,10,10,10,10,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
628,12,13,13,4,0,Average,Average,Medium,Study skills workshop | Wellness & substance awareness program,2
629,12,12,13,0,0,Average,Average,Low,Standard monitoring,0
630,11,10,11,0,0,Average,Average,Low,Standard monitoring,0
631,12,12,12,12,0,Average,Average,Medium,Family engagement program,1
632,13,13,14,0,0,High Performer,Average,Low,Standard monitoring,0
633,10,9,10,9,3,At-Risk,Average,High,Priority academic counseling | Remedial tutoring program | Wellness & substance awareness program,2
634,15,16,16,4,0,High Performer,High,Low,Standard monitoring,0
635,8,8,8,4,0,Average,At-Risk,Low,Standard monitoring,0
636,17,18,17,2,0,High Performer,High,Low,Standard monitoring,0
637,10,11,11,0,0,Average,Average,Low,Standard monitoring,0
638,9,10,11,2,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
639,15,15,16,0,0,Average,High,Low,Standard monitoring,0
640,14,12,12,0,0,High Performer,Average,Low,Standard monitoring,0
641,12,13,13,0,0,Average,Average,Medium,Health & wellbeing referral,1
642,13,13,13,0,0,High Performer,Average,Medium,Health & wellbeing referral,1
643,13,13,14,0,0,High Performer,Average,Medium,Wellness & substance awareness program | Health & wellbeing referral,2
644,9,9,9,2,0,Average,At-Risk,Medium,Family engagement program,1
645,12,12,12,0,0,High Performer,Average,Medium,Health & wellbeing referral,1
646,16,16,16,0,0,At-Risk,High,High,Priority academic counseling | Wellness & substance awareness program,1
647,9,10,10,4,0,Average,Average,Medium,Study skills workshop,1
648,14,13,13,0,0,High Performer,Average,Low,Standard monitoring,0
649,10,10,10,18,1,Average,Average,Medium,Attendance counseling + parent contact,1
650,9,8,10,16,1,Average,Average,Medium,Attendance counseling + parent contact,1
651,8,7,7,14,1,Average,At-Risk,Medium,Study skills workshop,1
652,7,8,8,26,1,At-Risk,At-Risk,High,Priority academic counseling | Attendance counseling + parent contact | Study skills workshop | Health & wellbeing referral,3
653,10,8,9,6,0,High Performer,At-Risk,Medium,Study skills workshop,1
654,14,14,15,4,0,Average,High,Low,Standard monitoring,0
655,11,10,10,10,0,Average,Average,Medium,Family engagement program,1
656,12,11,11,4,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop,1
657,13,13,13,2,0,Average,Average,Low,Standard monitoring,0
658,9,9,8,14,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop,1
659,8,7,8,16,0,At-Risk,At-Risk,High,Priority academic counseling | Attendance counseling + parent contact | Wellness & substance awareness program | Health & wellbeing referral,3
660,11,9,10,8,1,Average,Average,Medium,Study skills workshop | Health & wellbeing referral,2
661,15,14,15,4,0,Average,High,Medium,Family engagement program,1
662,15,14,14,4,0,High Performer,Average,Low,Standard monitoring,0
663,15,15,15,8,0,High Performer,High,Medium,Wellness & substance awareness program,1
664,12,12,12,0,0,High Performer,Average,Low,Standard monitoring,0
665,14,14,15,7,0,High Performer,High,Medium,Study skills workshop,1
666,14,15,15,4,0,High Performer,High,Medium,Study skills workshop,1
667,11,11,12,2,0,High Performer,Average,Medium,Wellness & substance awareness program,1
668,13,14,15,2,0,Average,High,Medium,Health & wellbeing referral | Family engagement program,2
669,11,11,11,10,0,High Performer,Average,Low,Standard monitoring,0
670,10,9,10,10,0,Average,Average,Medium,Family engagement program,1
671,12,10,11,10,0,Average,Average,Low,Standard monitoring,0
672,15,16,16,7,0,Average,High,Medium,Study skills workshop,1
673,11,10,11,4,0,Average,Average,Medium,Family engagement program,1
674,9,12,13,2,0,Average,Average,Medium,Study skills workshop | Health & wellbeing referral,2
675,7,8,5,12,3,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Study skills workshop | Wellness & substance awareness program | Health & wellbeing referral,4
676,10,9,10,8,0,High Performer,Average,Low,Standard monitoring,0
677,11,12,11,0,0,Average,Average,Medium,Study skills workshop | Wellness & substance awareness program,2
678,7,8,7,8,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
679,9,11,10,4,1,High Performer,Average,Medium,Health & wellbeing referral,1
680,7,8,6,4,2,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Study skills workshop | Wellness & substance awareness program,3
681,14,13,12,2,0,Average,Average,Medium,Study skills workshop,1
682,12,12,13,0,0,Average,Average,Medium,Study skills workshop | Wellness & substance awareness program,2
683,9,10,10,0,1,Average,Average,Medium,Study skills workshop | Family engagement program,2
684,12,12,13,2,0,Average,Average,Low,Standard monitoring,0
685,14,15,17,2,0,High Performer,High,Low,Standard monitoring,0
686,10,10,11,0,0,Average,Average,Low,Standard monitoring,0
687,11,10,11,4,1,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
688,11,12,14,2,0,High Performer,Average,Low,Standard monitoring,0
689,11,12,14,4,0,Average,Average,Medium,Family engagement program,1
690,11,11,13,4,0,Average,Average,Low,Standard monitoring,0
691,11,13,14,4,0,High Performer,Average,Medium,Health & wellbeing referral,1
692,16,16,16,2,0,Average,High,Low,Standard monitoring,0
693,9,10,10,0,0,Average,Average,Medium,Study skills workshop,1
694,10,11,12,2,0,Average,Average,Medium,Health & wellbeing referral,1
